text,text_clean,sentiment
"dedi mulyadi berpasangan dengan aki-aki sosis . dipastikan ridwan kamil akan menang mutlak , mudah dibaca warga jawa barat . demiz kalau ditanya apa saja pencapaian nya selama wagub , maka dia akan jawab sosis grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes",dedi mulyadi pasang aki sosis ridwan kamil menang mutlak mudah baca warga jawa barat demiz capai wakil gubernur sosis grinningfacewithbigeyes grinningfacewithbigeyes grinningfacewithbigeyes,positive
"restoran seafood dan orang cina makanan ini sudah berdiri 34 tahun . menu yang disajikan semuanya enak . yang sangat direkomendasikan adalah menu kepiting saus tiram , udang goreng telur asin dan kangkung ca hot plate harga makanan terjangkau apalagi porsi yang disajikan dapat untuk 3 - 4 orang . sangat direkomendasikan untuk makan ke rose flower restaurant .",restoran seafood orang cina makan   menu saji enak rekomendasi menu kepiting saus tiram udang goreng telur asin kangkung ca hot plate harga makan jangkau porsi saji     orang rekomendasi makan rose flower restaurant,positive
"baru dan tersedia , 5 sekat makan siang kotak kotak makan yooyee kotak bekal anti bocor 590",sedia   sekat makan siang kotak kotak makan yooyee kotak bekal anti bocor   ,neutral
ketika rakyat diperlakukan sama seperti penghuni hewan taman safari masih mau dua periode ?,rakyat laku huni hewan taman safari periode,negative
"untuk pengecekan layanan mandiri verified by visa vbv tidak dapat melalui layanan mandiri call 14000 , namun hanya bisa melalui email dan kantor cabang bank mandiri .",kece layan mandiri verified by visa vbv tidak layan mandiri call   email kantor cabang bank mandiri,neutral
"tempat makan yang wajib di ku njungi oleh para kaula muda . __laugh__ di sini terdapat menu makanan yang memanjakan lidah tapi its jangan khawatir , harga nya tidak terlalu menguras kantong kok __laugh__ . makan hemat dan enak ya gigolo kotak __laugh__",makan wajib ku njungi kaula muda laugh menu makan manja lidah khawatir harga tidak uras kantong laugh makan hemat enak gigolo kotak laugh,positive
"rasanya lumayan , banyak pilihan menu baso nya , suasana nya cukup ramai , pelayan nya cukup ramah dan cepat .",lumayan pilih menu bakso suasana ramai layan ramah cepat,positive
"biarlah semua itu waktu yang kan mejawab kan semua permainan fpi dan lai nya , tapi yakinlah kalau kejujuran di atas sgala nya . foldedhands victoryhand victoryhand victoryhand victoryhand ahok dan jokowi yang terbaik",mejawab main front bela islam lai yakin jujur foldedhands victoryhand victoryhand victoryhand victoryhand ahok jokowi baik,positive
pertama coba karena ulasan beberapa orang tapi ternyata rasanya biasa saja . sepiring 30 ribu . porsi besar . sulit cari tempat duduk . banyak yang makan di mobil .,coba ulas orang nyata piring   ribu porsi sulit cari duduk makan mobil,negative
tidak bahaya,tidak bahaya,positive
unesa tidak ada apa-apa nya daripada its,unesa tidak,negative
jawa semua film nya tidak bermutu .,jawa film tidak mutu,negative
"restoran yang romantis , bisa melihat pemandangan kota bandung yang bagus di malam hari . udara nya juga sejuk . makanan yang disediakan mulai dari masakan sunda sampai international . rasa makanan oke . harga tergolong mahal . penyajian makanan agak lama .",restoran romantis lihat pandang kota bandung bagus malam udara sejuk makan sedia masakan sunda international makan oke harga golong mahal saji makan,positive
sedih banget melihat laut yang sekarang dijadikan daratan dan kotor karena dibuang sampah sembarangan :,sedih lihat laut darat kotor buang sampah sembarang,negative
saya senang sekali bertandang ke mari . sudah lama mendengar bahwa tempat nya lucu . the house looks creepy but rute at the sama tim . memesan liberica coffee dan almond coffee . minum kopi di sini berasa tidak lagi di indonesia . seru . kamu bisa foto-foto dan berasa lagi di luar negeri . harga nya tidak overpriced seperti kebanyakan tempat minum kopi hits zaman sekarang . harus coba !,senang tandang mari dengar lucu the house looks creepy but rute at the tim mes liberica coffee almond coffee minum kopi asa tidak indonesia seru foto asa negeri harga tidak overpriced minum kopi hit zaman coba,positive
"kalau cari bubur yang buka pagi , saya selalu ke sini untuk dibungkus . bakso goreng nya juga enak .",cari bubur buka pagi bungkus bakso goreng enak,positive
nikmati cicilan 0 % hingga 12 bulan untuk pemesanan tiket pesawat air asia dengan kartu kredit bni !,nikmat cicil     mesan tiket pesawat air asia kartu kredit bank negara indonesia,neutral
"pasta yang kami pesan ada 3 macam , semua rasanya biasa saja . untuk harga seperti itu . malah rasanya lebih enak buatan anak saya . tempat nya ramai . yang saya paling tidak suka adalah diarahkan parkir oleh tukang parkir nya , memarkir paralel di sisi pintu sopir merapat ke dinding batu kasar . jarak antara mobil dibuat sangat dekat sehingga susah untuk parkir .",pasta pesan   harga lebih enak anak ramai tidak suka arah parkir tukang parkir parkir paralel sisi pintu sopir rapat dinding batu kasar jarak mobil susah parkir,negative
teladan,teladan,positive
"pada saat ke bandung kami singgah di rest area km 88 tol cipularang , kami sarapan di sana . jenis makanan sunda sangat lezat . ada burung goreng , ikan bakar , ikan goreng , tahu dan tempe goreng dan , ikan kecil kecil di goreng garing . namun yang paling berbeda adalah sambal yang enak . lalapan mentah dan rebus nya juga sangat mantap .",bandung singgah rest area km   tol cipularang sarap jenis makan sunda lezat burung goreng ikan bakar ikan goreng tempe goreng ikan goreng garing beda sambal enak lalap mentah rebus mantap,positive
"harga terjangkau , masakan enak ini subjektif most rekomendasi masakan nasi hainama plus ayam bakar atau yamin manis . jangan lupa tambahkan side dish udang lumpia . mau ce gila",harga jangkau masakan enak subjektif rekomendasi masakan nasi hainama plus ayam bakar yamin manis lupa side dish udang lumpia ce gila,positive
"jika sudah sampai bandung , mesti disempatkan mampir ke sini . dicoba kepiting saus tiram yang rasanya jadi enak . atau saya fu mi super jumbo yang pasti bikin ketagihan . layak untuk dicoba bagi para wisatawan kuliner . : -",bandung mesti mampir coba kepiting saus tiram enak fu mi super jumbo tagih layak coba wisatawan kuliner ,positive
"pelayanan buruk , harga mahal . tidak sudi gue makan di tempat seperti begini . kantin kampus saja bisa gue komentarin apalagi restoran . tidak lagi-lagi deh .",layan buruk harga mahal tidak sudi gue makan kantin kampus gue komentar restoran tidak deh,negative
kitab suci agama islam adalah fiktif . mana ada nabi muhammad . itu ustad buat-buat cerita saja .,kitab suci agama islam fiktif nabi muhammad ustad cerita,negative
teman-teman mari bergabung di bandara eltari kampung untuk mengusir ini manusia biadab dong dari tanah flobamora . jangan hanya habis di aduh dan kasihan saja .,teman mari gabung bandara eltari kampung usir manusia biadab tanah flobamora habis aduh kasihan,negative
"baru pertama kali ke sini . suasana nya ramai sekali banyak pembeli tapi tetap nyaman untuk makan di tempat . karyawan nya sigap . soal makanan , mantap rasanya dan porsi nya mengenyangkan . untuk harga standar saya tampilkan di foto untuk menu dan harga nya . ada yang menarik ada menu paket anak , nasi nya dibuat sedemikian rupa agak menarik anak kecil untuk makan lalu diberi hiasan .",suasana ramai beli nyaman makan karyawan sigap makan mantap porsi kenyang harga standar tampil foto menu harga tarik menu paket anak nasi rupa tarik anak makan hias,positive
"jokowi adalah satu-satunya calon presiden yang belum jelas siapa orang tua nya . sungguh aneh ! untuk jabatan sepenting presiden , begitu banyak orang yang percaya kepada orang yang asal muasal nya serba belum jelas",jokowi calon presiden orang tua sungguh aneh jabat presiden orang percaya orang muasal serba,negative
gocar versi terbaru bisa rating penumpang mas,gocar versi rating tumpang mas,neutral
"diawal-awal kuliah di bandung , beberapa kali teman saya mengajak untuk mencicipi makanan di sini baik disengaja ataupun karena ada peristiwa kelas seperti bukber dan lain sebagai nya dan beberapa kali juga mencoba ke sini , tidak ada perubahan . mulai dari rasa makanan yang masih sangat biasa saja , pelayanan yang masih kurang ramah dan sigap , serta fasilitas seperti toilet yang masih kurang bersih .",kuliah bandung teman ajak cicip makan baik sengaja peristiwa kelas buka coba tidak ubah makan layan ramah sigap fasilitas toilet bersih,negative
sambal ton nya teh terbaik . mantap banget plus menu-menu nya makin menambah saja nih terakhir ke sana tahun lalu . bulan lalu ke sana makin banyak dan beragam menu nya,sambal ton teh baik mantap plus menu agam menu,positive
"senin sore saya ke restoran ini , kira jam 2 siang . saya memesan kepiting lemburi rasanya enak , wangi nya juga menggoda selera , renyah sapo tahu seafood terdiri dari potong an cumi , udang , jamur , tahu jepang , kacang panjang cah sapi , nasi goreng kepiting nasi nya lembek , enak , cocok buat yang bawa anak kecil , sapi lada hitam bumbu nya meresap ke daging nya , rasa agak sedikit pedas , juice melon , juice tomat , sup jagung kepiting enak , porsi nya besar , bisa buat 4 orang",senin sore restoran jam   siang mes kepiting lembur enak wangi goda selera renyah sapo seafood potong an cumi udang jamur jepang kacang cah sapi nasi goreng kepiting nasi lembek enak cocok bawa anak sapi lada hitam bumbu resap daging pedas juice melon juice tomat sup jagung kepiting enak porsi   orang,positive
malam minggu kemarin saya dan suami makan disinih rasa dan suasana nya ke bandungan ban set . enak dan bikin ketagihan .,malam minggu kemarin suami makan suasana bandung ban set enak tagih,positive
"tempat mi yang sudah berdiri dari dulu . untuk mi - nya , bukan mi yang sesuai selera saya . selalu pesan tahun asin kalau ke sini atau bubur ayam . untuk rasanya enak .",mi mi mi sesuai selera pesan asin bubur ayam enak,positive
segar . dibuat sesuai pesanan . bersih . menyegarkan untuk diminum setelah berjalan-jalan . manis nya pas . ada pilihan menambahkan lemon . unik rasanya,segar sesuai pesan bersih segar minum jalan manis pas pilih lemon unik,positive
tidak skeptis,tidak skeptis,positive
sudah gua bilang . gua alergi jne . tes saja disodorkan pengiriman jne . mau marah kutu,gue gue alergi jne tes sodor kirim jne marah kutu,negative
ada tidak film genre crime yang pending nya yang jahat yang menang ? bosan melihat ending yang mudah ditebak bikin kesal,tidak film genre crime pending jahat menang bosan lihat mudah tebak kesal,negative
makan nya yang crunchy . serta segar dengan rasa yang mantap dan pelayanan yang sangat super ramah .,makan crunchy segar mantap layan super ramah,positive
"tolong update aplikasi diperbaiki , sudah 1 minggu saya tidak bisa log in dengan verifikasi sms yang selalu gagal berulang-ulang kali . hal ini sangat menggangu aktivitas nasabah",tolong aplikasi baik   minggu tidak log in verifikasi sms gagal ulang menggangu aktivitas nasabah,negative
"bagi kamu yang suka makan dengan alam terbuka , bisa ini coba tempat makan yang satu ini , selain pemandangan nya yang indah , sejuk nya udara sekitar menambah nikmat kita makan nya",suka makan alam buka coba makan pandang indah sejuk udara nikmat makan,positive
"kok bisa ya , dibelakang mengata - ngatai di depan sok hormat-hormat , ketawa ketiwi . inilah manusia munafik yang sesungguhnya . konsisten dong pak kalau benci , ditemukan pun tidak sudi", katai sok hormat tertawa ketiwi manusia munafik sungguh konsisten benci temu tidak sudi,negative
tabah,tabah,positive
membongkar pakta integritas demokrat -,bongkar pakta integritas demokrat ,neutral
tempat nya enak banget apalagi kalau bawa pasangan . makanan di bistro kafe nya enak sampai bela - belain menginap disini buat makan buntut goreng nya,enak bawa pasang makan bistro kafe enak bela bela inap makan buntut goreng,positive
"yoiki . bu risma pasti kangen banget karo wong ini , njaluk diajari ngechant bonekmania",yoiki bu risma kangen orang njaluk ajar ngechant bonekmania,positive
"datang ke sini karena penasaran dengan indomie berbagai rasa upnormal . tempat nya nyaman banget , dekorasi nya unik . kebetulan ke sini pagi , jadi masih sepi dan tidak antre . menu nya macam-macam jenis indomie dengan segala topping nya , saya coba indomie upnormal , yaitu indomie dengan kuah keju dan daging asap , rasanya enak , keju nya berasa banget . selain indomie juga ada roti bakar , ayam goreng , dan macam-macam minuman .",penasaran indomie upnormal nyaman dekorasi unik pagi sepi tidak antre menu jenis indomie topping coba indomie upnormal indomie kuah keju daging asap enak keju asa indomie roti bakar ayam goreng minum,positive
saya pergi ke sini hanya untuk mencari sedikit hiburan di kala berlibur bersama keluarga . yang kata orang tempat paling hits dan gaul di bandung karena hits nya butuh waktu 30 menit untuk medapatkan tempat duduk . saya hanya minum dan makan makanan kecil . minuman di sini harga nya murah banget dibandingkan dengan jakarta . harga ya sesuai selera ya .,pergi cari hibur libur keluarga orang hit gaul bandung hit butuh   menit medapatkan duduk minum makan makan minum harga murah banding jakarta harga sesuai selera,positive
andai sahaja kubu prabowo tidak menjatuhkan kubu jokowi saya pasti pilih prabowo . tapi bohong iya iya iya iya iya iya saya tidak suka politik .,andai sahaja kubu prabowo tidak jatuh kubu jokowi pilih prabowo bohong iya iya iya iya iya iya tidak suka politik,negative
"saya justru sangat kecewa terhadap mereka yang suka menjadikan perbedaan untuk menyerang saudara nya dengan kata-kata kotor . ayolah , beda itu biasa .",kecewa hadap suka beda serang saudara kotor ayo beda,negative
